Python 3.7.7rc1 (tags/v3.7.7rc1:93b7677f9c, Mar  4 2020, 12:05:18) [MSC v.1900 64 bit (AMD64)] on win32
Type "help", "copyright", "credits" or "license()" for more information.
>>> 
============= RESTART: C:\Users\Usuario\Desktop\lab_1\colaborar.py =============
pygame 2.0.1 (SDL 2.0.14, Python 3.7.7)
Hello from the pygame community. https://www.pygame.org/contribute.html
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
